 ,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations,trailer_views,trailer_likes
934433,Scream VI,Horror-Mystery-Thriller,en,Following the latest Ghostface killings the four survivors leave Woodsboro behind and start a fresh chapter.,2472.802,Radio Silence-Project X Entertainment-Spyglass Media Group-Paramount,3/8/23,35000000,16854109.3,123,Released,New York. New rules.,7.4,1007,Melissa Barrera-Jenna Ortega-Jasmin Savoy Brown-Mason Gooding-Roger Jackson-Courteney Cox-Dermot Mulroney-Jack Champion-Josh Segarra-Liana Liberato-Devyn Nekoda-Hayden Panettiere-Skeet Ulrich-Tony Revolori-Samara Weaving-Matthew Giuffrida-Andre Anthony-Henry Czerny-Thomas Cadrot-Barry Morgan-Chanel Mings-Erika Prevost-Jesse Camacho-Jenna Wheeler-Hughes-Mizinga Mwinga-André Bédard-Céleste Dubé-Eric Davis-Lydia Zadel-Elizabeth Neale-Justin Johnson-Stephane Ishmael-Max Laferriere-Jack Quaid-Jason Cavalier-Thom Newell-Tim Robinson-Akiva Schaffer,new york city-mask-trauma-halloween-college-fake identity-sequel-revenge-public murder-murder-gore-serial killer-conspiracy theory-social commentary-police corruption-slasher-whodunit-multiple stabbings-brutality-killing spree-self-referential-crime spree-aftercreditsstinger-sisterhood-movie fan-copycat killer-masked villain-stabbed to death-sister sister relationship-fbi agent-post credit scene-masked killer,/wDWwtvkRRlgTiUr6TyLSMX8FCuZ.jpg,/44immBwzhDVyjn87b3x3l9mlhAD.jpg,646385-804150-677179-631842-943822-824742-976293-700391-868759-640146-41446-842942-603692-4233-1094494-355329-218720-4234-82937-124788-98124,3416029.376,4374725.398
594767,Shazam! Fury of the Gods,Action-Comedy-Fantasy-Adventure,en,"Billy Batson and his foster siblings who transform into superheroes by saying ""Shazam!"" are forced to get back into action and fight the Daughters of Atlas who they must stop from using a weapon that could destroy the world.",2010.98,New Line Cinema-The Safran Company-DC Films,3/15/23,125000000,13343710.5,130,Released,Oh. My. Gods.,6.781,1602,Zachary Levi-Asher Angel-Jack Dylan Grazer-Rachel Zegler-Adam Brody-Ross Butler-D.J. Cotrona-Grace Caroline Currey-Meagan Good-Lucy Liu-Djimon Hounsou-Helen Mirren-Faithe Herman-Ian Chen-Jovan Armand-Marta Milans-Cooper Andrews-Rizwan Manji-P.J. Byrne-Diedrich Bader-David Lengel-Rick Andosca-Erica Frene-Lotta Losten-Natalia Safran-Hillary Harley-Lou Lou Safran-Tara Jones-Edward Force-Milli M.-Carson MacCormac-Evan Marsh-Taylor Cahill-Sebrena Sumrah-Kelly-Wolf Blitzer-Michael Beasley-Robert Walker Branchaud-Jessica Fontaine-Aaliyah Luu-Bonnie Discepolo-Michael Gray-F. Douglas Hall II-Patrick Reidy-Kelvin Hodge-Chloe Camp-Gal Gadot-Jennifer Holland-Steve Agee-David F. Sandberg-Mark Strong,superhero-end of the world-super power-aftercreditsstinger-duringcreditsstinger-dc extended universe (dceu)-teenager,/A3ZbZsmsvNGdprRi2lKgGEeVLEH.jpg,/nDxJJyA5giRhXx96q1sWbOUjMBI.jpg,868759-994751-700391-948713-502356-938992-76600-943822-640146-850297-638974-36290-981397-790228-1018658-677179-315162-603692-739405-736790-684524,2698054.919,2840508.706
455476,Knights of the Zodiac,Fantasy-Action-Adventure,en,When a headstrong street orphan Seiya in search of his abducted sister unwittingly taps into hidden powers he discovers he might be the only person alive who can protect a reincarnated goddess sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?,1882.774,Stage 6 Films-Toei Animation,4/27/23,60000000,6794519,113,Released,Go beyond your destiny.,6.561,471,Mackenyu-Madison Iseman-Diego Tinoco-Mark Dacascos-Nick Stahl-Famke Janssen-Sean Bean-Caitlin M Hutson-Katie Moy-Kaylan Teague-Ryusei Iwata-T.J. Storm-David Torok-Todd Williams-Zoltán Durkó,superhero-based on manga-live action anime,/tBiUXvCqz34GDeuY7jK14QQdtat.jpg,/oqP1qEZccq5AD9TVTIaO6IGUj7o.jpg,1084244-420808-931954-421892-983768-1037644-868985-747355-385687-447365-997776-727340-849869-876969-985103-934433-942199-502356-594767,2383599.323,2328045.789
968051,The Nun II,Horror-Mystery-Thriller,en,In 1956 France a priest is violently murdered and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.,1696.62,New Line Cinema-Atomic Monster-The Safran Company,9/6/23,38500000,25701000,110,Released,Confess your sins.,7.004,1073,Taissa Farmiga-Jonas Bloquet-Storm Reid-Anna Popplewell-Bonnie Aarons-Katelyn Rose Downey-Suzanne Bertish-Léontine d'Oncieu-Anouk Darwin Homewood-Peter Hudson-Tamar Baruch-Natalia Safran-Maxime Elias-Menet-Pascal Aubert-Vera Farmiga-Patrick Wilson-Alexandra Gentil-Florence Mestais-Margaux Borel-Viviana Moin-Renata Palminiello-Fulvia Patrizia Olivieri-Camille Amiel-Margot Morris-Gaël Raës-Sarah Pachoud-Lieve Carchon-David Horovitch-Paul Spera-Kate Colebrook-Margot Bernazzi-Grégory Di Meglio-Delcho Koprivshki-Philippe Josserand-Aaron-Jon North-Andrew Morgado,france-bullying-sequel-religion-demon-gothic horror-demonic possession-praying-duringcreditsstinger-all girls school-1950s-demonic-convent-the conjuring universe,/5gzzkR7y3hnY8AD1wXjCnVlHba5.jpg,/53z2fXEKfnNg2uSOPss2unPBGX1.jpg,,-2616075.269,6315228.955
872585,Oppenheimer,Drama-History,en,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,1623.555,Syncopy-Universal Pictures-Atlas Entertainment,7/19/23,100000000,95020000,181,Released,The world forever changes.,8.2,4835,Cillian Murphy-Emily Blunt-Matt Damon-Robert Downey Jr.-Florence Pugh-Josh Hartnett-Casey Affleck-Rami Malek-Kenneth Branagh-Benny Safdie-Jason Clarke-Dylan Arnold-Tom Conti-James D'Arcy-David Dastmalchian-Dane DeHaan-Alden Ehrenreich-Tony Goldwyn-Jefferson Hall-David Krumholtz-Matthew Modine-Scott Grimes-Kurt Koehler-John Gowans-Macon Blair-Harry Groener-Gregory Jbara-Ted King-Tim DeKay-Steven Houska-Petrie Willink-Matthias Schweighöfer-Alex Wolff-Josh Zuckerman-Rory Keane-Michael Angarano-Emma Dumont-Sadie Stratton-Britt Kyle-Guy Burnet-Tom Jenkins-Louise Lombard-Michael Andrew Baker-Jeff Hephner-Olli Haaskivi-David Rysdahl-Josh Peck-Jack Quaid-Brett DelBuono-Gustaf Skarsgård-James Urbaniak-Trond Fausa Aurvåg-Devon Bostick-Danny Deferrari-Christopher Denham-Jessica Erin Martin-Ronald Auguste-Máté Haumann-Olivia Thirlby-Jack Cutmore-Scott-Harrison Gilbertson-James Remar-Will Roberts-Pat Skipper-Steve Coulter-Jeremy John Wells-Sean Avery-Adam Kroeger-Drew Kenney-Bryce Johnson-Flora Nolan-Kerry Westcott-Christina Hogue-Clay Bunker-Tyler Beardsley-Maria Teresa Zuppetta-Kate French-Gary Oldman-Hap Lawrence-Meg Schimelpfenig-Matt Snead,husband wife relationship-based on novel or book-politics-atomic bomb-professor-patriotism-new mexico-world war ii-hallucination-atomic bomb test-surrealism-physics-biography-berkeley-based on true story-physicist-jewish american-interrogation-guilt-nonlinear timeline-historical event-nuclear weapons-communism-red scare-prometheus-mccarthyism-top secret project-moral dilemma-1940s-ethics-quantum physics-antisemitism-apocalyptic vision-new mexico desert-male protagonist-20th century-manhattan project-affair-los alamos-american politics-hiroshima and nagasaki bombings,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,/fm6KqXpk3M2HVveHwCrBSSBaO0V.jpg,1046090-346698-678512-71915-115461-298618-447365-976573-808-724209-575264-12268-565770-884605-107113-980489-667538-615656-1163528-335977,-5913355.414,29908080.27
670292,The Creator,Science Fiction-Action-Thriller,en,Amid a future war between the human race and the forces of artificial intelligence a hardened ex-special forces agent grieving the disappearance of his wife is recruited to hunt down and kill the Creator the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.,1595.817,New Regency Pictures-Entertainment One-Regency Enterprises-Bad Dreams,9/27/23,80000000,10200000,134,Released,This is a fight for our very existence.,7.186,796,John David Washington-Madeleine Yuna Voyles-Gemma Chan-Allison Janney-Ken Watanabe-Sturgill Simpson-Amar Chadha-Patel-Marc Menchaca-Robbie Tann-Ralph Ineson-Michael Esper-Veronica Ngo-Ian Verdun-Daniel Ray Rodriguez-Rad Pereira-Syd Skidmore-Karen Aldridge-Teerawat Mulvilai-Leanna Chea-Sahatchai Chumrum-Apiwantana Duenkhao-Mariam Khummaung-Natthaphong Chaiyawong-Tawee Teesura-Kulsiri Thongrung-Charlie McElveen-Chananticha Chaipa-Sawanee Utoomma-Monthatip Suksopha-Brett Bartholomew-Jeb Kreager-Mackenzie Lansing-Stephen Howard Thomas-Agneta Catarina Békassy de Békas-Brett Parks-Phaithoon Wanglomklang-Ron Weaver-Mav Kang-John Garrett Mahlmeister-Scott Thomas-Kandanai Chotikapracal-Niko Rusakov-James David Henry-Eoin O'Brien-Dana Blouin-Anjana Ghogar-Pongsanart Vinsiri-Molywon Phantarak-Chalee Sankhavesa-Pat Skelton-Elliot Berk-Art Ybarra,artificial intelligence (a.i.)-asia-distant future-space station-child-ex special forces-missing wife-robots-war against machines,/vBZ0qvaRxqEhZwl6LWmruJqWE8Z.jpg,/1AZcHRuWvmuUNhLj3XWcd54V80B.jpg,,1855580.112,3436802.484
507089,Five Nights at Freddy's,Horror-Mystery,en,Recently fired and desperate for work a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.,1436.818,Blumhouse Productions-Scott Cawthon Productions,10/25/23,20000000,26045058.2,110,Released,Can you survive five nights?,7.999,2202,Josh Hutcherson-Piper Rubio-Elizabeth Lail-Matthew Lillard-Mary Stuart Masterson-Kat Conner Sterling-David Lind-Christian Stokes-Joseph Poliquin-Grant Feely-Asher Colton Spence-David Huston Doty-Liam Hendrix-Jophielle Love-Tadasay Young-Michael P. Sullivan-Wyatt Parker-Lucas Grant-Jessica Blackmore-Garrett Hines-Ryan Reinike-Theodus Crane-Julia Belanova-Lisa Mackel Smith-Xander Mateo-Matthew Patrick-Bailey Winston-Gralen Bryant Banks-Cory Kenshin-Victoria Patenaude,night shift-child murder-restaurant-custody battle-child in peril-orphan-security guard-based on video game-duringcreditsstinger-troubled past-child neglect-animatronic-abandoned building-brother sister relationship-ghost child-child abduction,/A4j8S6moJS2zNtRR8oWF08gRnL5.jpg,/t5zCBSB5xMDKcDqe91qahCOUYVV.jpg,190532-475114-575264-895735-939335-299054-821653-1020969-2662-205048-926393-807172-951491-1071215-42333-42332-436931-1039690-554600-893723-9381,2273875.91,6437996.04
575264,Mission: Impossible - Dead Reckoning Part One,Action-Thriller,en,Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in a deadly race around the globe begins. Confronted by a mysterious all-powerful enemy Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.,1085.398,Paramount-Skydance-TC Productions,7/8/23,291000000,56714895.5,164,Released,We all share the same fate.,7.709,2040,Tom Cruise-Hayley Atwell-Ving Rhames-Simon Pegg-Rebecca Ferguson-Vanessa Kirby-Esai Morales-Pom Klementieff-Henry Czerny-Shea Whigham-Greg Tarzan Davis-Frederick Schmidt-Mariela Garriga-Cary Elwes-Charles Parnell-Mark Gatiss-Indira Varma-Rob Delaney-Marcello Walton-Brian Law-Lincoln Conway-Alex James-Phelps-Marcin Dorociński-Ivan Ivashkin-Zahari Baharov-Adrian Bouchet-Sam Barrett-Louis Vaughan-Jean Kartal-Os Leanse-Luke Smith-Nikolaos Brahimllari-Matt Malecki-Damian Rozanek-Antonio Bustorff-Ioachim Ciobanu-Michael Kosterin-Sergej Lopouchanski-Robert Luckay-Jadran Malkovich-Mikhail Safronov-Christopher Sciueref-Andrea Scarduzio-Barnaby Kay-Gloria Obianyo-Alex Brock-Kaye Dinauto-Dana Blacklake-Arevinth V Sarma-Doroteya Toleva-Lucia Tong-Hersha Verity-Yennis Cheung-Laura Vortler-Faycal Attougui-Gaetano Bruno-Marco Sincini-Evita Ciri-Melissa Anna Bartolini-John Akanmu-Marco Lascari-Simon Rizzoni-Nicolas Wang-Lee Bridgman-Daniella Carraturo-Katie Collins-Joanna Dyce-Taylor Goodridge-Jessica Holland-Philip Hulford-Grace Jabbari-Ira Mandela Siobhan-Nicholas Tredrea-Megan Westpfel-Marc Wesley DeHaney-Rocky Taylor,rome italy-chase-secret agent-race against time-sequel-intelligence agency-rogue agent-based on tv series-secret government agency-northern norway,/NNxYkU70HPurnNCSiCjYAmacwm.jpg,/628Dep6AxEtDxjZoGP78TsOxYbK.jpg,872585-346698-335977-1022469-298618-38618-114472-747188-614479-1036561-667538-71915-616747-959092-513305-591222-736769-353081-979275-447365,20757194.62,10869426.33
299054,Expend4bles,Action-Adventure-Thriller,en,Armed with every weapon they can get their hands on and the skills to use them The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.,1075.05,Millennium Media-Campbell Grobman Films-Lionsgate,9/15/23,100000000,5800000,103,Released,They'll die when they're dead.,6.482,712,"Jason Statham-50 Cent-Megan Fox-Dolph Lundgren-Iko Uwais-Andy García-Sylvester Stallone-Tony Jaa-Randy Couture-Jacob Scipio-Levy Tran-Lucy Newman-Williams-Daren Nop-Kenny ""Cowboy"" Bartram-Cody Mackie-Cokey Falkow-Dan Chupong-Karim Saidi-Samuel Black-Adam Masto-Sheila Shah-Nicole Andrews-Oat Jenner-Susanne Potrock-Eddie Hall-Mike Möller-Alexander Hristozov-Antoni Davidov-David Nop-Igor Pečenjev-Stefan Ivanov-Vladimir Mihailov-Martin Ghiaurov-Tjaša Perko-Stefan Bahrun-Assen Karanikolov-Caroline Wilde-Jason Lines",sequel-nuclear bomb-cargo ship-ring,/iwsMu0ehRPbtaSxqiaUDQB9qMWT.jpg,/wl4NWiZwpzZH67HiDgpDImLyds9.jpg,42333-951491-42332-507089-1039690-926393-13723-939335-554600-190532-1157049-893723-1034062-575264-807172-1173558-565770-980489-678512-762430-862552,634026.676,3006416.69
758009,Shotgun Wedding,Action-Romance-Comedy,en,Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage “’Til Death Do Us Part” takes on a whole new meaning in this hilarious adrenaline-fueled adventure as Darcy and Tom must save their loved ones—if they don’t kill each other first.,1043.225,Lionsgate-Mandeville Films-Nuyorican Productions-Maximum Effort,12/28/22,0,4495365,101,Released,Save the day.,6.334,618,Jennifer Lopez-Josh Duhamel-Jennifer Coolidge-Sônia Braga-Lenny Kravitz-D'Arcy Carden-Cheech Marin-Selena Tan-Desmin Borges-Pancho Cardena-Alex Mallari Jr.-Callie Hernandez-Steve Coulter-Ramin Razmjoo-Tharoth Sam-Worapojd Thautanon-Zachary Wood-Vladimir Acevedo-Powpong Kopholrat-Héctor Aníbal-Asia Munma-Ray Raymundo-Iana Ramirez,wedding-hostage situation,/t79ozwWnwekO0ADIzsFP1E5SkvR.jpg,/zGoZB4CboMzY1z4G3nU6BWnMDB2.jpg,702432-1064489-1013870-953734-805307-753965-848466-892153-996727-846433-842544-505642-536554-1035806-646389-879513-1024853-1025169-542196-653851-866413,15357.16805,1135082.05
447365,Guardians of the Galaxy Vol. 3,Action-Science Fiction-Adventure,en,Peter Quill still reeling from the loss of Gamora must rally his team around him to defend the universe along with protecting one of their own. A mission that if not completed successfully could quite possibly lead to the end of the Guardians as we know them.,965.585,Marvel Studios-Kevin Feige Productions,5/3/23,250000000,83180100,150,Released,Once more with feeling.,8.053,2139,Chris Pratt-Zoe Saldaña-Dave Bautista-Karen Gillan-Pom Klementieff-Vin Diesel-Bradley Cooper-Sean Gunn-Chukwudi Iwuji-Will Poulter-Maria Bakalova-Elizabeth Debicki-Sylvester Stallone-Austin Freeman-Stephen Blackehart-Terence Rosemore-Sarah Alami-Jasmine Sunshine Munoz-Giovannie Cruz-Nico Santos-Miriam Shor-Noa Raskin-Linda Cardellini-Asim Chaudhry-Mikaela Hoover-Judy Greer-Reinaldo Faberlle-Tara Strong-Jared Leland Gore-Michael Rosenbaum-Elan Gale-Molly C. Quinn-Gerardo Davila-Dee Bradley Baker-Hanna Pak-Jennifer Holland-Nathan Fillion-Kyle Mclean-Benjamin Byron Davis-Tiffany Smith-Joe Daru-Daniela Melchior-Jonathan Mercedes-Jonathan Fritschi-Diego Ward-Max Bickelhaup-Brandon Morales-Renae Moneymaker-Alexis Hadesty-Tara Warren-Candi VandiZandi-Grecia Balboa-Caleb Spillyards-Darla Delgado-Michelle Civile-Ken Lyle-Elodie Clarke-John William Wright-Autumn Griffin-Skylar Huntley-Randy Havens-Dane DiLiegro-Kai Zen-Sarah Anne-Yael Ocasio-Adelynn Spoon-Henry Heffernan-Brooklyn Skye Oliver-Scarlett Blum-Baby Dro-Emery Grilliot-Amelia Waters-Lloyd Kaufman-Christopher Fairbank-Rhett Miller-Natalia Safran-Murphy Weed-Michael Rooker-James Gunn-Jessica Fontaine-Karen Abercrombie-Gregg Henry-Adriana Leonard-Bonnie Discepolo-Clare Grant-Grace Gunn-Will Gunn-Seth Green-Pete Davidson,hero-sequel-superhero-based on comic-mad scientist-superhero team-space opera-raccoon-aftercreditsstinger-duringcreditsstinger-marvel cinematic universe (mcu)-cosmic-outer space-chosen family,/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,/5YZbUmjbMa3ClvSW1Wj3D6XGolb.jpg,493529-640146-502356-385687-420808-713704-603692-552688-31806-758323-594767-1053651-868759-840326-569094-1037644-964980-868985-798286-747355-916224,50555720.34,29621061.14
762430,Retribution,Action-Mystery-Thriller-Crime,en,When a mysterious caller puts a bomb under his car seat Matt Turner begins a high-speed chase across the city to complete a specific series of tasks. With his kids trapped in the back seat and a bomb that will explode if they get out of the car a normal commute becomes a twisted game of life or death as Matt follows the stranger's increasingly dangerous instructions in a race against time to save his family.,955.039,StudioCanal-The Picture Company-Ombra Films,8/23/23,20000000,12905464,93,Released,All roads lead to the truth.,6.836,341,Liam Neeson-Noma Dumezweni-Lilly Aspell-Jack Champion-Arian Moayed-Embeth Davidtz-Matthew Modine-Emily Kusche-Luca Márkus-Bernhard Piesk-Michael S. Ruscheinsky-Antonije Stankovic-Christian Koerner-Gerhard Elfers-Tine Gerhäeusser-Peter Miklusz-Luc Etienne-Nedy John Cross-Daniel Grave,bomb-assassination-remake-divorce-duringcreditsstinger-phone call-berlin,/ljl70pjLIX1hx3bPyCCbxGj6WPr.jpg,/iiXliCeykkzmJ0Eg9RYJ7F2CWSz.jpg,976573-872585,3259752.137,6124310.132
315162,Puss in Boots: The Last Wish,Animation-Family-Fantasy-Adventure-Comedy,en,Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.,904.25,DreamWorks Animation-Universal Pictures,12/7/22,90000000,48000000,103,Released,Say hola to his little friends.,8.284,5759,Antonio Banderas-Salma Hayek Pinault-Harvey Guillén-Wagner Moura-Florence Pugh-Olivia Colman-Ray Winstone-Samson Kayo-John Mulaney-Da'Vine Joy Randolph-Anthony Mendez-Kevin McCann-Bernardo de Paula-Betsy Sodaro-Artemis Pebdani-Conrad Vernon-Cody Cameron-Kailey Crawford-Al Rodrigo-Bob Persichetti-Miguel Matrai-Pilar Uribe-Heidi Gardner-Joel Crawford-Januel Mercado-James Ryan-Natalia Cronembold-Paul Fisher-Aydrea Walden,fairy tale-talking dog-spin off-aftercreditsstinger-talking cat-fear of death,/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,/jr8tSoJGj33XLgFBy6lmZhpGQNu.jpg,943822-1033456-505642-1011679-1058949-100088-135195-1078862-1047431-646389-10841-197158-631842-837925-536554,15080684.3,17812401.47
635910,The Last Voyage of the Demeter,Horror-Fantasy,en,The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.,894.959,Phoenix Pictures-DreamWorks Pictures-Wise Owl Media-Reliance Entertainment-Studio Babelsberg-StoryWorks Productions,8/9/23,45000000,20324355,119,Released,The legend of Dracula is born.,7.33,465,Corey Hawkins-Aisling Franciosi-Liam Cunningham-David Dastmalchian-Chris Walley-Jon Jon Briones-Stefan Kapičić-Martin Furulund-Nikolai Nikolaeff-Woody Norman-Javier Botet-Graham Turner-Andy Murray-Nicolo Pasetti-Christopher York-Vladimir Cabak-Rudolf Danielewicz-Noureddine Farihi-Malcolm Galea-Adam Shaw-Jack Doggart-Joe Depasquale-Sally Reeve-Love Yonk-Luke D'Agostino-Martin Mares,based on novel or book-vampire-ship-gothic horror-dracula,/nrtbv6Cew7qC7k9GsYSf5uSmuKh.jpg,/qEm4FrkGh7kGoEiBOyGYNielYVc.jpg,980489-615656-575718,16318.03634,5547738.933
882569,Guy Ritchie's The Covenant,War-Action-Thriller,en,During the war in Afghanistan a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.,794.125,STX Films-Toff Guy Films,4/19/23,55000000,20000000,123,Released,A bond. A pledge. A commitment.,7.662,657,Jake Gyllenhaal-Dar Salim-Antony Starr-Alexander Ludwig-Jonny Lee Miller-Emily Beecham-Jason Wong-Bobby Schofield-Sina Parvaneh-Sean Sagar-James Nelson-Joyce-Reza Diako-Abbas Fasaei-Swen Temmel-Rhys Yates-Ash Goldeh-Marcel Zadé-Christian Ochoa-Hadi Khanjanpour-Gary Anthony Stennette-Fariba Sheikhan-Damon Zolfaghari-Javier Ramos-Kawa Mawlayee-Altamasch Noor-Javid Hakim-Mo Ahmadi-Cyrus Khodaveisi-Paeman Arianfar-Shoaib Lodin,ambush-interpreter-afghanistan-afghanistan war (2001- )-rescue-war,/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg,/vnPTLSBk95XKdahOaMkTlAck5Rc.jpg,840326-1037644-713704-385687-121342-552688-605886-603692-747355-758323-502356-1121116-842675-964980-876969-654374-868985-493529-649609-447365-620705,3713592.557,5879190.502
346698,Barbie,Comedy-Adventure-Fantasy,en,Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However when they get a chance to go to the real world they soon discover the joys and perils of living among humans.,767.018,LuckyChap Entertainment-Heyday Films-NB/GG Pictures-Mattel,7/19/23,145000000,143462800,114,Released,She's everything. He's just Ken.,7.251,5336,Margot Robbie-Ryan Gosling-America Ferrera-Kate McKinnon-Ariana Greenblatt-Simu Liu-Will Ferrell-Michael Cera-Helen Mirren-Issa Rae-Alexandra Shipp-Emma Mackey-Emerald Fennell-Rhea Perlman-Hari Nef-Kingsley Ben-Adir-Ncuti Gatwa-Connor Swindells-Sharon Rooney-Ritu Arya-Ana Kayne-Nicola Coughlan-Dua Lipa-John Cena-Scott Evans-Jamie Demetriou-Andrew Leung-Will Merrick-Zheng Xi Yong-Asim Chaudhry-Ray Fearon-Erica Ford-Hannah Khalique-Brown-Mette Towley-Marisa Abela-Lucy Boynton-Rob Brydon-Tom Stourton-Chris Taylor-David Mumeni-Olivia Brody-Isla Ashworth-Eire Farrell-Daisy Duczmal-Genvieve Toussaint-Isabella Nightingale-Manuela Mora-Aida Sexton-Ann Roth-Millie-Rose Crossley-Anvita Nehru-Kayla-Mai Alvares-Luke Mullen-Patrick Luwis-Mac Brandt-Paul Jurewicz-Oraldo Austin-Benjamin Arthur-Carlos Jacott-Adam Ray-George Basil-Ptolemy Slocum-Deb Hiett-James Leon-Oliver Vaquer-Tony Noto-Christopher T. Wood-Annie Mumolo-Elise Gallup-McKenna Roberts-Brylee Hsu-Sasha Milstein-Lauren Holt-Sterling Jones-Ryan Piers Williams-Jamaal Lewis-Kathryn Akin-Grace Jabbari-Ira Mandela Siobhan-Lisa Spencer-Naomi Weijand-Tom Clark-Ireanne Abenoja-Davide Albonetti-Charlotte Anderson-Michael Anderson-Rico Bakker-James Bamford-William John Banks-Callum Bell-Adam Blaug-Mason Boyce-Taylor Bradshaw-Alex Brown-Miekaile Browne-Lewis Calcutt-Nikkita Chadha-Oliver Chapman-Megan Charles-Callum Clack-Danny Coburn-Kat Collings-Adam Crossley-Sia Dauda-Gustave Die-Grace Durkin-Joelle Dyson-Lewis Easter-Onyemachi Ejimofor-Cameron Everitt-Luke Field-Wright-Sasha Flesch-Adam Fogarty-Mikey French-Anna-Kay Gayle-Charlie Goddard-Marlie Goddard-Ellis Harman-Yasmin Harrison-Josh Hawkins-James Healy-Tim Hodges-Mira Jebari-Beccy Jones-Thomas Kalek-Lily Laight-Maiya Leeke-Cristian Liberti-Prodromos Marneros-Nahum McLean-Jordan Melchor-Ramzan Miah-Andy Monaghan-Florivaldo Mossi-Hannah Nazareth-Grant Neal-Freja Nicole-Shaun Niles-Ella Nonini-Jack William Parry-Josie Pocock-Barnaby Quarendon-Redmand Rance-Zara Richards-Liam Riddick-Alana Rixon-Adam Paul Robertson-Kingdom Sibanda-Sebastian Skov-Aaron J. Smith-Joshua Smith-Lucia-Rose Sokolowski-Janine Somcio-Callum Sterling-Todd Talbot-Charles Tatman-Grant Thresh-Connor Tidman-Wahchi Vong-Jerry Wan-Sasha Wareham-Stan West-Oliver Wheeler-Josh Wild-Joe Wolstenholme-Richard Womersley-Ashley Young-Alex Sturman,feminism-patriarchy-satire-based on toy-female protagonist-doll-ghost-fantasy world-motherhood-existentialism-woman director-mother daughter relationship-gender discrimination-barbie-secret world,/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,/ctMserH8g2SeOAnCw5gFjdQF8mo.jpg,617932-1061181-3556-872585-298618-16418-13002-828898-34564-1034470-71915-667538-1083862-1076487-1160057-1160089-1160053-823346-37353-1152711-858860,46380625.71,32288505.33
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,Animation-Comedy-Action,en,After years of being sheltered from the human world the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate but they soon get in over their heads when an army of mutants is unleashed upon them.,729.356,Paramount-Nickelodeon Movies-Point Grey Pictures-Mikros Animation-Cinesite Animation,7/31/23,70000000,16100000,100,Released,Heroes aren't born. They're mutated.,7.248,435,Micah Abbey-Shamon Brown Jr.-Nicolas Cantu-Brady Noon-Ayo Edebiri-Maya Rudolph-John Cena-Seth Rogen-Rose Byrne-Natasia Demetriou-Giancarlo Esposito-Jackie Chan-Ice Cube-Paul Rudd-Post Malone-Hannibal Buress-Jimmy Donaldson-Derek Wilson-Lukas Williams-Michael Badalucco-Dempsey Pappion-John Capodice-Andia Winslow-Raechel Wong-David Faustino-Danny Mastrogiorgio-Noel Gibson-Myra Owyang-Kevin Eastman-Alex Hirsch-Mike Rianda-Bobby Wagner-Greg Levitan-Illya Quinteros-Natalie Canizares-Kyler Spears-Jeff Rowe,new york city-sibling relationship-skateboarding-crime fighter-turtle-superhero-ninja-duringcreditsstinger-teenage mutant ninja turtles-aspiring journalist-anthropomorphic animal,/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,/w2nFc2Rsm93PDkvjY4LTn17ePO0.jpg,565770-1008042-616747-615656-980489-346698-656968-1072371-406427-1003581-1110358-604031-872585-783675-724209-864168-10438-438348-985617-324857-1061181,938490.7147,6107578.123
